publication,title,doi,n,nDyads,nFem,nMale,ageMean,ageSD,area,task,contrast,waveLen,samplRate,Hb,FqBand,coordinate source,probe,array,channelPaper,sync,x,y,z,reconstrQuality,selected
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,10,0,-35.3,58,18.7,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,11,0,-12.7,66.8,21.6,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,12,0,14.5,68,22.8,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,13,0,37.7,58.5,18.5,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,14,0,-45,41.7,27.4,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,15,0,-23.4,56.2,32.7,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,16,0,1.5,59.2,34.1,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,17,0,25.8,57,32.9,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,18,0,47.1,41.6,27.8,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,19,0,-34.5,40.3,41.8,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,20,0,-11.2,50.4,45.4,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,21,0,13.1,50.4,45.7,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,frontRL,3x5,22,0,36.2,39.8,42.1,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,1,0,73,-28.3,9.7,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,2,0,68,-54.3,5.3,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,3,0,49.3,-83.7,-8.3,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,4,0,70,-13.3,27.7,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,5,0,69.7,-43,22.3,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,6,0,57,-72.7,14.7,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,7,0,37.3,-96,1.7,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,8,0,69,-28,39,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,9,0,63,-56.3,34.3,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,10,0,47.7,-82.3,23.3,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,11,0,63,-15,47,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,12,0,63,-41.3,49.3,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,13,0,52,-71.7,38.7,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,14,0,31.7,-92.7,25.7,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,15,0,56.7,-24.7,57.3,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,16,0,50.7,-55.3,56.7,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,17,0,33.7,-81.7,45.7,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,18,0,46,-10,64,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,19,0,44.7,-36.7,67,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,20,0,30.7,-63.7,66.7,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,21,0,15.3,-82.7,52.3,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,22,0,31.7,-18.3,74,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,23,0,24.7,-48.7,75,NA,1
Zhang R 2021 2,Effects of acute psychosocial stress on interpersonal cooperation and competition in young women - STRESS,10.1016/j.bandc.2021.105738,42,21,42,0,20.9,2.3,coop/comp,respondingsimultaneously to visual cue w/ w/o stress,ISC during cooperation without stress > random ISC,"695, 830",10,HbO,0.08 - 0.17,Wang 2019,tempparR,4x4,24,0,10.3,-71.7,66,NA,1
Zhang Y 2020 1,Experience-Dependent Counselor-Client Brain Synchronization during Psychological Counseling,10.1523/ENEURO.0236-20.2020,17,14,17,0,23.5,NA,communication,"psychological counseling, expert counselor (manual)",ISC during psychological counseling by expert > rest ,"695, 830",10,HbO,0.024 - 0.045 ,Wang 2019,tempparR,4x4,1,1,73,-28.3,9.7,NA,1
Zhang Y 2020 1,Experience-Dependent Counselor-Client Brain Synchronization during Psychological Counseling,10.1523/ENEURO.0236-20.2020,17,14,17,0,23.5,NA,communication,"psychological counseling, expert counselor (manual)",ISC during psychological counseling by expert > rest ,"695, 830",10,HbO,0.024 - 0.045 ,Wang 2019,tempparR,4x4,2,0,68,-54.3,5.3,NA,1
Zhang Y 2020 1,Experience-Dependent Counselor-Client Brain Synchronization during Psychological Counseling,10.1523/ENEURO.0236-20.2020,17,14,17,0,23.5,NA,communication,"psychological counseling, expert counselor (manual)",ISC during psychological counseling by expert > rest ,"695, 830",10,HbO,0.024 - 0.045 ,Wang 2019,tempparR,4x4,3,0,49.3,-83.7,-8.3,NA,1
Zhang Y 2020 1,Experience-Dependent Counselor-Client Brain Synchronization during Psychological Counseling,10.1523/ENEURO.0236-20.2020,17,14,17,0,23.5,NA,communication,"psychological counseling, expert counselor (manual)",ISC during psychological counseling by expert > rest ,"695, 830",10,HbO,0.024 - 0.045 ,Wang 2019,tempparR,4x4,4,0,70,-13.3,27.7,NA,1
Zhang Y 2020 1,Experience-Dependent Counselor-Client Brain Synchronization during Psychological Counseling,10.1523/ENEURO.0236-20.2020,17,14,17,0,23.5,NA,communication,"psychological counseling, expert counselor (manual)",ISC during psychological counseling by expert > rest ,"695, 830",10,HbO,0.024 - 0.045 ,Wang 2019,tempparR,4x4,5,0,69.7,-43,22.3,NA,1
Zhang Y 2020 1,Experience-Dependent Counselor-Client Brain Synchronization during Psychological Counseling,10.1523/ENEURO.0236-20.2020,17,14,17,0,23.5,NA,communication,"psychological counseling, expert counselor (manual)",ISC during psychological counseling by expert > rest ,"695, 830",10,HbO,0.024 - 0.045 ,Wang 2019,tempparR,4x4,6,1,57,-72.7,14.7,NA,1
Zhang Y 2020 1,Experience-Dependent Counselor-Client Brain Synchronization during Psychological Counseling,10.1523/ENEURO.0236-20.2020,17,14,17,0,23.5,NA,communication,"psychological counseling, expert counselor (manual)",ISC during psychological counseling by expert > rest ,"695, 830",10,HbO,0.024 - 0.045 ,Wang 2019,tempparR,4x4,7,0,37.3,-96,1.7,NA,1
Zhang Y 2020 1,Experience-Dependent Counselor-Client Brain Synchronization during Psychological Counseling,10.1523/ENEURO.0236-20.2020,17,14,17,0,23.5,NA,communication,"psychological counseling, expert counselor (manual)",ISC during psychological counseling by expert > rest ,"695, 830",10,HbO,0.024 - 0.045 ,Wang 2019,tempparR,4x4,8,0,69,-28,39,NA,1
Zhang Y 2020 1,Experience-Dependent Counselor-Client Brain Synchronization during Psychological Counseling,10.1523/ENEURO.0236-20.2020,17,14,17,0,23.5,NA,communication,"psychological counseling, expert counselor (manual)",ISC during psychological counseling by expert > rest ,"695, 830",10,HbO,0.024 - 0.045 ,Wang 2019,tempparR,4x4,9,0,63,-56.3,34.3,NA,1
Zhang Y 2020 1,Experience-Dependent Counselor-Client Brain Synchronization during Psychological Counseling,10.1523/ENEURO.0236-20.2020,17,14,17,0,23.5,NA,communication,"psychological counseling, expert counselor (manual)",ISC during psychological counseling by expert > rest ,"695, 830",10,HbO,0.024 - 0.045 ,Wang 2019,tempparR,4x4,10,0,47.7,-82.3,23.3,NA,1
Zhang Y 2020 1,Experience-Dependent Counselor-Client Brain Synchronization during Psychological Counseling,10.1523/ENEURO.0236-20.2020,17,14,17,0,23.5,NA,communication,"psychological counseling, expert counselor (manual)",ISC during psychological counseling by expert > rest ,"695, 830",10,HbO,0.024 - 0.045 ,Wang 2019,tempparR,4x4,11,0,63,-15,47,NA,1
Zhang Y 2020 1,Experience-Dependent Counselor-Client Brain Synchronization during Psychological Counseling,10.1523/ENEURO.0236-20.2020,17,14,17,0,23.5,NA,communication,"psychological counseling, expert counselor (manual)",ISC during psychological counseling by expert > rest ,"695, 830",10,HbO,0.024 - 0.045 ,Wang 2019,tempparR,4x4,12,0,63,-41.3,49.3,NA,1
